case,split,tau,ssa,hg_g,sun_zenith_deg,view_zenith_deg,relative_azimuth_deg,surface_albedo_for_delta_join,delta_exact_row_available,samples,seed,max_scatters,batch_samples,target_ci95_halfwidth_brf
ccf_v1_0203,angular-holdout,0.10000000000000001,0.999,0.66500000000000004,50,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0204,calibration,0.10000000000000001,0.999,0.66500000000000004,65,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0205,calibration,0.10000000000000001,0.999,0.66500000000000004,65,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0206,angular-holdout,0.10000000000000001,0.999,0.66500000000000004,65,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0207,calibration,0.10000000000000001,0.999,0.66500000000000004,65,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0208,calibration,0.10000000000000001,0.999,0.66500000000000004,65,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0209,calibration,0.10000000000000001,0.999,0.66500000000000004,65,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0210,calibration,0.10000000000000001,0.999,0.66500000000000004,65,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0211,calibration,0.10000000000000001,0.999,0.75,30,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0212,calibration,0.10000000000000001,0.999,0.75,30,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0213,angular-holdout,0.10000000000000001,0.999,0.75,30,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0214,calibration,0.10000000000000001,0.999,0.75,30,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0215,calibration,0.10000000000000001,0.999,0.75,30,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0216,calibration,0.10000000000000001,0.999,0.75,30,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0217,calibration,0.10000000000000001,0.999,0.75,30,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0218,angular-holdout,0.10000000000000001,0.999,0.75,50,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0219,angular-holdout,0.10000000000000001,0.999,0.75,50,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0220,angular-holdout,0.10000000000000001,0.999,0.75,50,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0221,angular-holdout,0.10000000000000001,0.999,0.75,50,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0222,angular-holdout,0.10000000000000001,0.999,0.75,50,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0223,angular-holdout,0.10000000000000001,0.999,0.75,50,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0224,angular-holdout,0.10000000000000001,0.999,0.75,50,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0225,calibration,0.10000000000000001,0.999,0.75,65,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0226,calibration,0.10000000000000001,0.999,0.75,65,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0227,angular-holdout,0.10000000000000001,0.999,0.75,65,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0228,calibration,0.10000000000000001,0.999,0.75,65,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0229,calibration,0.10000000000000001,0.999,0.75,65,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0230,calibration,0.10000000000000001,0.999,0.75,65,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0231,calibration,0.10000000000000001,0.999,0.75,65,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0232,calibration,0.10000000000000001,0.999,0.84999999999999998,30,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0233,calibration,0.10000000000000001,0.999,0.84999999999999998,30,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0234,angular-holdout,0.10000000000000001,0.999,0.84999999999999998,30,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0235,calibration,0.10000000000000001,0.999,0.84999999999999998,30,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0236,calibration,0.10000000000000001,0.999,0.84999999999999998,30,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0237,calibration,0.10000000000000001,0.999,0.84999999999999998,30,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0238,calibration,0.10000000000000001,0.999,0.84999999999999998,30,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0239,angular-holdout,0.10000000000000001,0.999,0.84999999999999998,50,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0240,angular-holdout,0.10000000000000001,0.999,0.84999999999999998,50,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0241,angular-holdout,0.10000000000000001,0.999,0.84999999999999998,50,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0242,angular-holdout,0.10000000000000001,0.999,0.84999999999999998,50,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0243,angular-holdout,0.10000000000000001,0.999,0.84999999999999998,50,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0244,angular-holdout,0.10000000000000001,0.999,0.84999999999999998,50,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0245,angular-holdout,0.10000000000000001,0.999,0.84999999999999998,50,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0246,calibration,0.10000000000000001,0.999,0.84999999999999998,65,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0247,calibration,0.10000000000000001,0.999,0.84999999999999998,65,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0248,angular-holdout,0.10000000000000001,0.999,0.84999999999999998,65,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0249,calibration,0.10000000000000001,0.999,0.84999999999999998,65,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0250,calibration,0.10000000000000001,0.999,0.84999999999999998,65,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0251,calibration,0.10000000000000001,0.999,0.84999999999999998,65,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0252,calibration,0.10000000000000001,0.999,0.84999999999999998,65,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0253,calibration,0.29999999999999999,0.999,0.66500000000000004,30,0,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0254,calibration,0.29999999999999999,0.999,0.66500000000000004,30,40,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0255,angular-holdout,0.29999999999999999,0.999,0.66500000000000004,30,40,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0256,calibration,0.29999999999999999,0.999,0.66500000000000004,30,40,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0257,calibration,0.29999999999999999,0.999,0.66500000000000004,30,65,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0258,calibration,0.29999999999999999,0.999,0.66500000000000004,30,65,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0259,calibration,0.29999999999999999,0.999,0.66500000000000004,30,65,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0260,angular-holdout,0.29999999999999999,0.999,0.66500000000000004,50,0,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0261,angular-holdout,0.29999999999999999,0.999,0.66500000000000004,50,40,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0262,angular-holdout,0.29999999999999999,0.999,0.66500000000000004,50,40,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0263,angular-holdout,0.29999999999999999,0.999,0.66500000000000004,50,40,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0264,angular-holdout,0.29999999999999999,0.999,0.66500000000000004,50,65,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0265,angular-holdout,0.29999999999999999,0.999,0.66500000000000004,50,65,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0266,angular-holdout,0.29999999999999999,0.999,0.66500000000000004,50,65,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0267,calibration,0.29999999999999999,0.999,0.66500000000000004,65,0,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0268,calibration,0.29999999999999999,0.999,0.66500000000000004,65,40,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0269,angular-holdout,0.29999999999999999,0.999,0.66500000000000004,65,40,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0270,calibration,0.29999999999999999,0.999,0.66500000000000004,65,40,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0271,calibration,0.29999999999999999,0.999,0.66500000000000004,65,65,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0272,calibration,0.29999999999999999,0.999,0.66500000000000004,65,65,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0273,calibration,0.29999999999999999,0.999,0.66500000000000004,65,65,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0274,calibration,0.29999999999999999,0.999,0.75,30,0,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0275,calibration,0.29999999999999999,0.999,0.75,30,40,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0276,angular-holdout,0.29999999999999999,0.999,0.75,30,40,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0277,calibration,0.29999999999999999,0.999,0.75,30,40,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0278,calibration,0.29999999999999999,0.999,0.75,30,65,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0279,calibration,0.29999999999999999,0.999,0.75,30,65,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0280,calibration,0.29999999999999999,0.999,0.75,30,65,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0281,angular-holdout,0.29999999999999999,0.999,0.75,50,0,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0282,angular-holdout,0.29999999999999999,0.999,0.75,50,40,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0283,angular-holdout,0.29999999999999999,0.999,0.75,50,40,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0284,angular-holdout,0.29999999999999999,0.999,0.75,50,40,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0285,angular-holdout,0.29999999999999999,0.999,0.75,50,65,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0286,angular-holdout,0.29999999999999999,0.999,0.75,50,65,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0287,angular-holdout,0.29999999999999999,0.999,0.75,50,65,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0288,calibration,0.29999999999999999,0.999,0.75,65,0,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0289,calibration,0.29999999999999999,0.999,0.75,65,40,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0290,angular-holdout,0.29999999999999999,0.999,0.75,65,40,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0291,calibration,0.29999999999999999,0.999,0.75,65,40,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0292,calibration,0.29999999999999999,0.999,0.75,65,65,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0293,calibration,0.29999999999999999,0.999,0.75,65,65,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0294,calibration,0.29999999999999999,0.999,0.75,65,65,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0295,calibration,0.29999999999999999,0.999,0.84999999999999998,30,0,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0296,calibration,0.29999999999999999,0.999,0.84999999999999998,30,40,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0297,angular-holdout,0.29999999999999999,0.999,0.84999999999999998,30,40,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0298,calibration,0.29999999999999999,0.999,0.84999999999999998,30,40,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0299,calibration,0.29999999999999999,0.999,0.84999999999999998,30,65,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0300,calibration,0.29999999999999999,0.999,0.84999999999999998,30,65,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0301,calibration,0.29999999999999999,0.999,0.84999999999999998,30,65,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0302,angular-holdout,0.29999999999999999,0.999,0.84999999999999998,50,0,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0303,angular-holdout,0.29999999999999999,0.999,0.84999999999999998,50,40,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0304,angular-holdout,0.29999999999999999,0.999,0.84999999999999998,50,40,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0305,angular-holdout,0.29999999999999999,0.999,0.84999999999999998,50,40,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0306,angular-holdout,0.29999999999999999,0.999,0.84999999999999998,50,65,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0307,angular-holdout,0.29999999999999999,0.999,0.84999999999999998,50,65,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0308,angular-holdout,0.29999999999999999,0.999,0.84999999999999998,50,65,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0309,calibration,0.29999999999999999,0.999,0.84999999999999998,65,0,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0310,calibration,0.29999999999999999,0.999,0.84999999999999998,65,40,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0311,angular-holdout,0.29999999999999999,0.999,0.84999999999999998,65,40,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0312,calibration,0.29999999999999999,0.999,0.84999999999999998,65,40,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0313,calibration,0.29999999999999999,0.999,0.84999999999999998,65,65,0,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0314,calibration,0.29999999999999999,0.999,0.84999999999999998,65,65,90,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0315,calibration,0.29999999999999999,0.999,0.84999999999999998,65,65,180,0,true,4194304,5999168895323013141,96,65536,0.0050000000000000001
ccf_v1_0316,calibration,1,0.999,0.66500000000000004,30,0,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0317,calibration,1,0.999,0.66500000000000004,30,40,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0318,angular-holdout,1,0.999,0.66500000000000004,30,40,90,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0319,calibration,1,0.999,0.66500000000000004,30,40,180,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0320,calibration,1,0.999,0.66500000000000004,30,65,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0321,calibration,1,0.999,0.66500000000000004,30,65,90,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0322,calibration,1,0.999,0.66500000000000004,30,65,180,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0323,angular-holdout,1,0.999,0.66500000000000004,50,0,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0324,angular-holdout,1,0.999,0.66500000000000004,50,40,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0325,angular-holdout,1,0.999,0.66500000000000004,50,40,90,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0326,angular-holdout,1,0.999,0.66500000000000004,50,40,180,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0327,angular-holdout,1,0.999,0.66500000000000004,50,65,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0328,angular-holdout,1,0.999,0.66500000000000004,50,65,90,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0329,angular-holdout,1,0.999,0.66500000000000004,50,65,180,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0330,calibration,1,0.999,0.66500000000000004,65,0,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0331,calibration,1,0.999,0.66500000000000004,65,40,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0332,angular-holdout,1,0.999,0.66500000000000004,65,40,90,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0333,calibration,1,0.999,0.66500000000000004,65,40,180,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0334,calibration,1,0.999,0.66500000000000004,65,65,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0335,calibration,1,0.999,0.66500000000000004,65,65,90,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0336,calibration,1,0.999,0.66500000000000004,65,65,180,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0337,calibration,1,0.999,0.75,30,0,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0338,calibration,1,0.999,0.75,30,40,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0339,angular-holdout,1,0.999,0.75,30,40,90,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0340,calibration,1,0.999,0.75,30,40,180,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0341,calibration,1,0.999,0.75,30,65,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0342,calibration,1,0.999,0.75,30,65,90,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0343,calibration,1,0.999,0.75,30,65,180,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0344,angular-holdout,1,0.999,0.75,50,0,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0345,angular-holdout,1,0.999,0.75,50,40,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0346,angular-holdout,1,0.999,0.75,50,40,90,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0347,angular-holdout,1,0.999,0.75,50,40,180,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0348,angular-holdout,1,0.999,0.75,50,65,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0349,angular-holdout,1,0.999,0.75,50,65,90,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0350,angular-holdout,1,0.999,0.75,50,65,180,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0351,calibration,1,0.999,0.75,65,0,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0352,calibration,1,0.999,0.75,65,40,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0353,angular-holdout,1,0.999,0.75,65,40,90,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0354,calibration,1,0.999,0.75,65,40,180,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0355,calibration,1,0.999,0.75,65,65,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0356,calibration,1,0.999,0.75,65,65,90,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0357,calibration,1,0.999,0.75,65,65,180,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0358,calibration,1,0.999,0.84999999999999998,30,0,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0359,calibration,1,0.999,0.84999999999999998,30,40,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0360,angular-holdout,1,0.999,0.84999999999999998,30,40,90,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0361,calibration,1,0.999,0.84999999999999998,30,40,180,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0362,calibration,1,0.999,0.84999999999999998,30,65,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0363,calibration,1,0.999,0.84999999999999998,30,65,90,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0364,calibration,1,0.999,0.84999999999999998,30,65,180,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0365,angular-holdout,1,0.999,0.84999999999999998,50,0,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0366,angular-holdout,1,0.999,0.84999999999999998,50,40,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0367,angular-holdout,1,0.999,0.84999999999999998,50,40,90,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0368,angular-holdout,1,0.999,0.84999999999999998,50,40,180,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0369,angular-holdout,1,0.999,0.84999999999999998,50,65,0,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0370,angular-holdout,1,0.999,0.84999999999999998,50,65,90,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
ccf_v1_0371,angular-holdout,1,0.999,0.84999999999999998,50,65,180,0,true,4194304,5999168895323013141,160,65536,0.0050000000000000001
